Taxon,lon,lat,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Lactuca_viminea,-4.999,36.719,129,111,39,5720,291,11,280,71,205,206,61,827,119,5,64,353,30,39,346
Lactuca_viminea,-5.0047994,36.720398,131,110,39,5668,291,14,277,74,207,208,64,820,118,4,64,352,28,36,345
Lactuca_viminea,-5.002672,36.730755,131,110,39,5668,291,14,277,74,207,208,64,820,118,4,64,352,28,36,345
Lactuca_viminea,-5.00218,36.733376,131,110,39,5668,291,14,277,74,207,208,64,820,118,4,64,352,28,36,345
Lactuca_viminea,-5.12,36.75,143,106,39,5492,295,29,266,87,215,217,77,786,117,3,66,347,24,32,336
Lactuca_viminea,-3.0909562,36.751743,162,99,38,5463,306,48,258,107,235,236,97,342,46,3,53,132,17,24,128
Lactuca_viminea,-4.9,36.76,136,109,39,5667,295,18,277,78,211,212,68,779,112,4,65,336,27,35,327
Lactuca_viminea,-3.45,36.78,159,105,38,5615,311,41,270,102,235,235,92,385,53,4,54,154,18,25,148
Lactuca_viminea,-4.7988167,36.82044,163,99,39,5258,304,52,252,109,232,233,100,660,104,2,67,302,20,26,284
Lactuca_viminea,-3.5252645,36.82412,170,99,38,5413,312,55,257,114,242,243,105,352,49,3,56,146,16,21,137
Lactuca_viminea,-3.802,36.841,117,119,38,6241,299,-9,308,54,202,202,44,666,85,10,52,250,41,41,247
Lactuca_viminea,-4.79,36.85,157,103,39,5442,304,44,260,101,229,230,92,672,103,3,65,301,21,28,285
Lactuca_viminea,-2.467,36.851,173,83,36,4946,295,69,226,149,236,241,114,256,33,2,49,94,15,20,89
Lactuca_viminea,-2.88,36.86,145,105,38,5786,302,27,275,87,222,225,77,416,52,6,48,148,27,35,146
Lactuca_viminea,-3,36.86,161,100,38,5531,307,45,262,105,234,236,95,344,46,3,52,130,18,24,126
Lactuca_viminea,-2.882,36.898,112,116,38,6281,291,-13,304,63,197,199,39,610,77,14,43,212,55,61,200
Lactuca_viminea,-2.624,36.915,140,105,38,5831,297,21,276,82,217,220,71,427,54,7,45,146,32,39,143
Lactuca_viminea,-2.9197185,36.93773,133,112,37,6093,304,9,295,72,215,217,62,488,61,8,47,169,35,43,167
Lactuca_viminea,-2.55,36.95,158,96,37,5450,299,45,254,104,230,233,94,330,40,4,48,117,21,27,113
Lactuca_viminea,-2.531027,36.95306,167,89,37,5204,299,59,240,141,235,239,105,281,35,3,48,101,17,22,97
Lactuca_viminea,-2.4255,37.02054,168,90,37,5228,300,58,242,142,236,239,105,281,36,3,47,101,18,24,95
Lactuca_viminea,35.3333,37.0333,193,116,38,6708,345,47,298,105,276,276,105,682,139,6,72,345,28,28,345
Lactuca_viminea,-3.44,37.04,50,124,37,6699,250,-78,328,-2,143,144,-25,1052,126,33,38,364,121,121,334
Lactuca_viminea,-3.78,37.04,132,119,38,6328,314,4,310,66,218,218,57,585,76,8,52,221,34,34,217
Lactuca_viminea,-2.55,37.04,159,97,37,5514,301,45,256,131,231,234,93,329,39,4,47,114,21,28,111
Lactuca_viminea,-2.87167,37.04749,86,120,37,6537,276,-41,317,36,176,177,12,770,97,23,37,265,87,90,237
Lactuca_viminea,-2.5189242,37.087433,148,104,38,5797,302,30,272,90,225,227,79,385,47,6,44,129,29,36,126
Lactuca_viminea,-2.769,37.096,117,116,38,6309,296,-8,304,69,203,204,44,575,73,13,42,198,53,59,183
Lactuca_viminea,-6.1,37.1,180,99,37,5569,327,65,262,120,252,254,111,571,86,1,64,243,17,23,226
